qual,dp
39.7,21
39,10
39,19
39.6,10
39.6,108
39.7,11
39.5,4
39.8,3
39.9,165
39.9,13
39.6,32
39.7,10
39.9,12
39.3,61
39,5
39.8,5
39.2,10
39.3,9
39.2,18
39.8,7
39.4,15
39.3,11
39.5,38
39.1,28
39.8,37
39.3,16
39.6,31
39.2,4
39.3,7
39.4,69
39.5,13
39.2,185
39.2,10
39.4,6
39.1,4
39.6,7
39.2,9
39.2,3
39.3,4
39.6,273
39.2,107
39.7,6
39.4,6
39.8,308
39.3,22
39.1,8
39.1,102
39.4,7
39.8,27
39.1,7
39.7,7
39.2,11
39.1,8
39.2,8
39.2,9
39.4,37
39.8,7
39.7,14
39.4,13
39.1,11
39.3,4
39.9,30
39.8,6
39.7,4
39.9,16
39.1,23
39.7,22
39.2,6
39.3,7
39.1,5
39.3,205
39.6,30
39.7,8
39.5,72
39.1,6
39.3,359
39.7,48
39,3
39,2
39.1,49
39.7,32
39.8,24
39.8,5
39.7,15
39.3,8
39.4,7
39.3,3
39.2,15
39.5,17
39.6,21
39.3,26
39.5,9
39.7,17
39.2,5
39.2,30
39.7,17
39.8,53
39.6,24
39,3
39.8,17
39.6,16
39.4,53
39.5,6
39.5,3
39.3,10
39.9,15
39.2,9
39.5,4
39.7,7
39.8,57
39.9,8
39.5,14
39.8,98
39.9,8
39.7,15
39.3,8
39.4,22
39.7,8
39.2,36
39.5,51
39.4,32
39.1,8
39.8,30
39.5,155
39.7,17
39.9,33
39,2
39.7,19
39.4,12
39.6,9
39.6,5
39.3,41
39.2,17
39.4,33
39.3,20
39,10
39.2,40
39.4,4
39,9
39.1,9
39.1,8
39.1,48
39.1,14
39.4,6
39.3,3
39.6,60
39.6,14
39.9,16
39.9,35
39.1,18
39.7,6
39.1,8
39.8,10
39.6,8
39,5
39.5,25
39.3,47
39.7,14
39,80
39,8
39,12
39.4,46
39.3,18
39.1,22
39.5,5
39,48
39.1,8
39.8,13
39.6,10
39.5,11
39.4,25
39.6,22
39.7,7
39.1,52
39.3,7
39.4,9
39.2,12
39.5,14
39.9,80
39.7,4
39.9,21
39,8
39.4,13
39.1,13
39.2,10
39.6,13
39.1,8
39.6,10
39.1,9
39.2,15
39,14
39.5,7
39.5,7
39.7,32
39.4,11
39.3,6
39.7,10
39.6,16
39.9,11
39.8,51
39.1,77
39.3,52
39.2,4
39.3,7
39.3,11
39.7,15
39.3,43
39.9,12
39.5,11
39.2,3
39.5,2
39.2,8
39.7,90
39.5,6
39.5,15
39.9,10
39,3
39,10
39.6,53
39.4,17
39.2,18
39.3,6
39.7,5
39.9,91
39.3,184
39.1,65
39.9,118
39.2,62
39.4,61
39.5,7
39.9,11
39.4,11
39.7,6
39.5,5
39,9
39.4,122
39,20
39.9,8
39.7,6
39.5,117
39.2,17
39,8
39.4,6
39.5,10
39.9,4
39.9,12
39.2,18
39.6,16
39.8,90
39.5,7
39.4,67
39,7
39.9,7
39.3,36
39.8,5
39.4,13
39.8,30
39.5,14
39.5,6
39.4,22
39.3,284
39.6,25
39.5,5
39.9,13
39.3,3
39.1,10
39.3,12
39.5,43
39.7,17
39,6
39.1,42
39,3
39.5,27
39,22
39.5,56
39.9,10
39.6,18
39.2,18
39.8,28
39.5,5
39.8,18
39.7,18
39.3,14
39.7,10
39.7,6
39.9,19
39.7,8
39.7,3
39.5,43
39.5,19
39.9,35
39.8,31
39.5,4
39.3,39
39.1,7
39.2,14
39.1,9
39.1,12
39.7,9
39.6,46
39.3,7
39.3,7
39,8
39.5,66
39,15
39.2,45
39.8,21
39,5
39.1,34
39.2,27
39.5,64
39.7,16
39.1,6
39.3,445
39.3,25
39,14
39.8,10
39.8,7
39.8,14
39.3,39
39.8,57
39.3,13
39.8,5
39.2,8
39.8,14
39.8,5
39.2,4
39.6,63
39.4,175
39.7,9
39.4,7
39.2,35
39.3,8
39.5,13
39.5,41
39.7,119
39,7
39.4,8
39.3,12
39,15
39.2,4
39.6,8
39.1,31
39.7,44
39.7,6
39.2,15
39.3,7
39.7,9
39.2,22
39.9,32
39.4,12
39.2,97
39.7,3
39.3,8
39.6,20
39,15
39.7,35
39.4,7
39.2,14
39.8,9
39.1,92
39.3,9
39,8
39.2,17
39.1,31
39.7,9
39.4,32
39.5,7
39.3,4
39.2,9
39.5,4
39.3,3
39.6,8
39.5,12
39,10
39.3,14
39.5,15
39.7,22
39,7
39.3,181
39.3,31
39.5,14
39.3,12
39.3,14
39.2,6
39.2,8
39.8,74
39.8,11
39.9,8
39.5,31
39.5,5
39.8,16
39.2,18
39.2,62
39.5,7
39.5,5
39.7,151
39.9,14
39.5,8
39.3,22
39.5,7
39.1,5
39.8,7
39.6,16
39.7,8
39.3,3
39.8,19
39.4,121
39.5,194
39,14
39.6,45
39.1,31
39.7,5
39.4,11
39.1,7
39.5,7
39.2,4
39.5,4
39.5,8
39.7,249
39.6,56
39.8,71
39.7,25
39,12
39.4,26
39.9,51
39.1,13
39.6,7
39.3,57
39.4,6
39.6,76
39.2,45
39.3,11
39.5,26
39.7,61
39.3,9
39.5,254
39.4,13
39.1,9
39.8,233
39.4,6
39.2,9
39,16
39.3,7
39,13
39.3,10
39.4,44
39.1,33
39.7,20
39,9
39.2,40
39.3,26
39.4,130
39,27
39.3,59
39.9,41
39.1,24
39.3,371
39.1,18
39.9,18
39.2,4
39.5,4
39.2,16
39.3,13
39.2,20
39.5,2
39.4,21
39.6,64
39.7,14
39.5,12
39.7,11
39.8,12
39,4
39.3,16
39.1,36
39.9,20
39.4,12
39.1,37
39.5,3
39.6,11
39.1,29
39.9,41
39.1,6
39.9,22
39,11
39.5,7
39.5,7
39.1,16
39.9,16
39.4,133
39.8,44
39.1,16
39.1,15
39.7,96
39.1,43
39.1,5
39.7,109
39.9,61
39.7,10
39.3,18
39.3,6
39.6,30
39.5,3
39,5
39,4
39.3,88
39.1,81
39.4,9
39.2,44
39.8,7
39.4,23
39.1,8
39.3,3
39.5,19
39.4,11
39.8,13
39.1,29
39.1,14
39.5,4
39.6,11
39,3
39.1,9
39.1,13
39.7,15
39.2,3
39,45
39.6,400
39.1,14
39.6,25
39.5,6
39.6,10
39.6,17
39.7,46
39.1,8
39.1,32
39.2,9
39.9,53
39.5,3
39.2,45
39.3,6
39.8,6
39.3,4
39,13
39.9,29
39.5,4
39.3,531
39.7,6
39.5,12
39.2,46
39.3,8
39.7,10
39.1,8
39.8,14
39.6,43
39.8,143
39.3,4
39.9,7
39.3,10
39.8,38
39.1,14
39.3,39
39.7,19
39.3,6
39.2,66
39.1,42
39.4,20
39.5,3
39,9
39.1,8
39.4,50
39.1,441
39.9,67
39.4,9
39,2
39.5,3
39.8,13
39.9,18
39.8,18
39.5,5
39.5,14
39.7,145
39.2,13
39.5,27
39.8,12
39.8,14
39.7,9
39.1,39
39,14
39.9,12
39.1,144
39.8,11
39.5,41
39.6,49
39,7
39.6,16
39.4,40
39.9,57
39.6,16
39.3,3
39.9,16
39.7,13
39.4,25
39.8,50
39.2,7
39.4,63
39.6,19
39.5,3
39.1,35
39.9,11
39.8,158
39.1,51
39.1,4
39.5,7
39.9,20
39.3,3
39.9,5
39.5,3
39.5,5
39.5,3
39,100
39.9,41
39.3,13
39.9,136
39.3,64
39.1,22
39.3,17
39.7,13
39.9,10
39.3,19
39.5,3
39.7,13
39.2,17
39.3,15
39.8,8
39.6,19
39.8,7
39.5,2
39.7,15
39.2,17
39,14
39.3,7
39.4,12
39.2,12
39.2,4
39.3,19
39.1,23
39.4,3
39.3,3
39.9,23
39.4,46
39.7,6
39.1,42
39.9,6
39.4,15
39,26
39.7,23
39.8,9
39.3,17
39.4,35
39.8,3
39,48
39.7,8
39.1,68
39.5,397
39.1,91
39.5,16
39.8,8
39.7,10
39.6,9
39.8,27
39.9,12
39.8,15
39.5,2
39.7,9
39.1,14
39.5,6
39.3,8
39.3,27
39.6,11
39.4,181
39.5,3
39.5,8
39.3,4
39.5,316
39.5,8
39.3,15
39.4,269
39.8,43
39.9,18
39,4
39.5,14
39.2,5
39.5,6
39.3,9
39,4
39.7,14
39.2,10
39.8,65
39.2,3
39.8,6
39.6,13
39.4,37
39.2,5
39.2,27
39.2,22
39.3,154
39.2,8
39.5,6
39.1,9
39.4,20
39.5,47
39.5,13
39.5,8
39.3,6
39.8,95
39,2
39.3,8
39.5,9
39.2,13
39.6,9
39.5,70
39.7,6
39.6,58
39.5,15
39.5,9
39.3,6
39.7,31
39.7,31
39.4,23
39.7,9
39.5,25
39.5,21
39.9,7
39.3,112
39,11
39.6,10
39.8,22
39.7,104
39.7,16
39.7,11
39.3,4
39,7
39.2,6
39.2,28
39.2,28
39.7,5
39.7,16
39.7,22
39.7,8
39.5,6
39.5,9
39.6,34
39.1,8
39.8,17
39.5,100
39.3,3
39.2,19
39.9,19
39.1,11
39.6,8
39.4,31
39.7,6
39.5,9
39.1,6
39.3,4
39.1,29
39.4,7
39.3,11
39.1,22
39.1,11
39.9,22
39.4,265
39.5,18
39.6,30
39,23
39.7,8
39.7,6
39.3,13
39.4,8
39.2,42
39.3,6
39,7
39.9,18
39.6,10
39.7,17
39,108
39.3,4
39.9,38
39.2,45
39.4,123
39.2,8
39.8,7
39.8,56
39.8,14
39.4,12
39.3,4
39.6,32
39.7,8
39.8,17
39.5,16
39.9,82
39.9,10
39.7,11
39.3,7
39.1,6
39.1,26
39.9,14
39.5,86
39.4,12
39.7,5
39.1,8
39.6,45
39.9,14
39.6,15
39.9,30
39.6,117
39,35
39.3,4
39.3,37
39.5,14
39.6,49
39.7,6
39.6,10
39.2,11
39.7,10
39.3,147
39.3,18
39.9,25
39.6,62
39.5,8
39.8,65
39.3,5
39.5,9
39.4,14
39.5,7
39.8,18
39.2,11
39.9,28
39.1,7
39.1,17
39.1,92
39.9,9
39.5,20
39.4,14
39.2,68
39.5,12
39.8,26
39.3,7
39.1,17
39.1,5
39.2,2
39.3,519
39.7,6
39.8,9
39.4,31
39,482
39.9,40
39.1,56
39.7,18
39.9,57
39.8,18
39,3
39.8,7
39.3,24
39.2,4
39.8,6
39.8,5
39.2,5
39.8,6
39.1,162
39.7,7
39.1,18
39.3,17
39.8,19
39.8,6
39.8,9
39.7,5
39.9,8
39,5
39.6,28
39.3,15
39.4,14
39.8,9
39.6,9
39.6,16
39.7,16
39.4,10
39.5,10
39.7,64
39.6,8
39.2,5
39.9,15
39.4,36
39.3,4
39.3,13
39.8,9
39.3,5
39.8,20
39.2,156
39.4,28
39.2,8
39.3,23
39,7
39.3,24
39.5,7
39.4,10
39.4,17
39.1,12
39,3
39.7,11
39.8,8
39.8,8
39.4,11
39.7,36
39.7,69
39.4,29
39.8,11
39.2,15
39.5,4
39.6,62
39.5,25
39.8,11
39.7,6
39.8,41
39.2,18
39.4,9
39.4,13
39.8,125
39.3,12
39.6,11
39.7,5
39.9,44
39,26
39.2,29
39.4,20
39,12
39.5,15
39.7,45
39,2
39.3,28
39.3,17
39.6,6
39.4,9
39.1,9
39.8,10
39.1,35
39.3,4
39.6,15
39.7,5
39.2,16
39.4,17
39.4,13
39,2
39.7,4
39.3,7
39.5,15
39.7,13
39.6,57
39.3,5
39.2,12
39,47
39.9,11
39,10
39.2,9
39.5,37
39.7,59
39.7,4
39.1,74
39.5,4
39.9,8
39.4,87
39.1,14
39.6,33
39.1,72
39.8,6
39.3,24
39.8,152
39.4,52
39.3,20
39.9,45
39,9
39.1,8
39.9,7
39.8,17
39.5,13
39.6,10
39.9,9
39.6,11
39.9,11
39.8,64
39.3,4
39,73
39.9,11
39.2,10
39.4,211
39.7,9
39,13
39,6
39.7,5
39.7,14
39.7,6
39,18
39.9,12
39.5,9
39.1,8
39.5,131
39.5,2
39.9,113
39.3,18
39.2,16
39.1,6
39.2,25
39.7,6
39.2,4
39.9,118
39.3,5
39.1,14
39.6,14
39.2,3
39.7,64
39.6,90
39.8,22
39.7,6
39,2
39.3,3
39.4,18
39.3,17
39.4,19
39.5,4
39.7,8
39.5,12
39.9,11
39.7,25
39.3,5
39.5,10
39.9,41
39.3,5
39.6,61
39.6,20
39.6,104
39.4,82
39.3,3
39.5,9
39.7,53
39.1,87
39.8,74
39.5,19
39,40
39.5,15
39.6,5
39.3,35
39.8,198
39.5,68
39,5
39.2,36
39.9,427
39.7,73
39.2,4
39.3,10
39.4,84
39.3,3
39,56
39.3,14
39.2,94
39.9,11
39.7,19
39.4,28
39.1,32
39.6,26
39.8,150
39.8,118
39.6,7
39.1,13
39.7,16
39,28
39.7,13
39.5,3
39.3,6
39.9,18
39.2,23
39.4,15
39.9,21
39.3,15
39.7,47
39.7,8
39.4,29
39.8,7
39.9,8
39.5,21
39.4,15
39.4,7
39.2,4
39,109
39.4,20
39.3,5
39.7,8
39.4,15
39.2,10
39.4,50
39.1,13
39.7,18
39.1,36
39.9,7
39,19
39.1,6
39,16
39.9,8
39.3,287
39.9,18
39.2,23
39.4,45
39.8,23
39.5,3
39.5,7
39.2,5
39.7,6
39.9,234
39.4,20
39.4,6
39.1,6
39.5,6
39.3,9
39.2,12
39.3,4
39.9,25
39.8,13
39.9,57
39.8,8
39.6,17
39.7,19
39,29
39.1,7
39.7,11
39.6,416
39.2,19
39.5,10
39.2,26
39.7,10
39.1,5
39.9,10
39.1,16
39,6
39.8,17
39.2,97
39.2,8
39.8,20
39.5,148
39.5,38
39.9,58
39.9,8
39.2,4
39.8,34
39.1,6
39.2,6
39.2,59
39.7,18
39,23
39.9,34
39.9,149
39.7,11
39.4,34
39.3,8
39.9,23
39.7,174
39.9,13
39.9,30
39.8,15
39.1,64
39.6,40
39.4,91
39.2,14
39.6,9
39.3,5
39.1,9
39.3,48
39.3,7
39.6,30
39.7,5
39.6,9
39.2,56
39.7,6
39.6,21
39.7,5
39,10
39.5,7
39.9,8
39,2
39.8,9
39.5,2
39.2,6
39.7,49
39.4,11
39.8,6
39.1,29
39.3,5
39.9,105
39.7,14
39.4,200
39,7
39.6,15
39.3,11
39.2,8
39.2,4
39.4,145
39.5,11
39.7,6
39.6,10
39.9,21
39.7,5
39.8,11
39.3,43
39.6,5
39,7
39.6,10
39.9,14
39.3,162
39.9,65
39.1,52
39,4
39.7,16
39.3,11
39.4,51
39.3,64
39.3,59
39,28
39.3,9
39.8,8
39.3,3
39.3,15
39.6,68
39.3,29
39.3,3
39,16
39.8,8
39.4,10
39.9,59
39.5,2
39.5,5
39,52
39.6,24
39.5,2
39.8,122
39.1,26
39,130
39.7,11
39.3,33
39.1,17
39.3,8
39,3
39.3,18
39.5,111
39.2,17
39.3,7
39.1,101
39.9,14
39,12
39.1,10
39.5,5
39.3,8
39.1,7
39.3,9
39,3
39.1,7
39.2,25
39,21
39,76
39.5,8
39.5,21
39.5,6
39.3,3
39.1,7
39,4
39.5,21
39.3,14
39.1,9
39,21
39.5,73
39,11
39.5,9
39.3,10
39.9,9
39,2
39.2,7
39.2,27
39.7,17
39.1,45
39.4,11
39.5,7
39.7,6
39,7
39.5,285
39.8,11
39.9,18
39.8,9
39.3,56
39.3,4
39.7,48
39.2,4
39.8,76
39.3,7
39.1,9
39,26
39.7,6
39.3,4
39.3,8
39.8,44
39.2,43
39.7,14
39.6,55
39.9,44
39.4,116
39,21
39.1,13
39.7,5
39.7,9
39.5,7
39.8,9
39,29
39.7,12
39.3,12
39.8,2
39.2,18
39.5,4
39.2,79
39.4,13
39.3,60
39.7,20
39.5,130
39,43
39.8,9
39.3,7
39,8
39.7,11
39.3,7
39.6,7
39.6,18
39.4,53
39,82
39,4
39.9,15
39.1,10
39.3,13
39.8,27
39.7,5
39,8
39.9,11
39.8,9
39.3,8
39.3,12
39.5,17
39.6,51
39.8,9
39.2,13
39.1,12
39.7,10
39.8,17
39.1,9
39.4,12
39.9,170
39.5,15
39.1,10
39.8,9
39.7,5
39.1,68
39,62
39,363
39.9,18
39.4,19
39.2,4
39.8,12
39.7,6
39.5,8
39.9,8
39.6,211
39.5,36
39.9,18
39.5,7
39.4,21
39.6,6
39.2,11
39.5,9
39.5,6
39.8,5
39.7,3
39.9,10
39.5,7
39,19
39.9,18
39.8,4
39.6,15
39.1,62
39.4,7
39.3,300
39.8,12
39.9,7
39.1,16
39,11
39.1,81
39.5,11
39,10
39.8,28
39.1,8
39.5,7
39.8,92
39.6,14
39.4,15
39.5,15
39.9,13
39.5,5
39.1,22
39.3,26
39.2,118
39.1,69
39.3,15
39.9,10
39.9,10
39.9,13
39.3,3
39.1,11
39.9,9
39.7,141
39.3,56
39.1,7
39,108
39,16
39.6,9
39.2,165
39.3,4
39.9,10
39.8,11
39.6,8
39.8,13
39.4,78
39,3
39.9,6
39.9,104
39.5,5
39,4
39.2,27
39.5,14
39.9,18
39,38
39,18
39.7,6
39.1,91
39.2,8
39.5,15
39.4,13
39.4,4
39.6,18
39.1,13
39.8,13
39.5,7
39.3,60
39.4,13
39.2,11
39.8,27
39,5
39.1,15
39.1,7
39.1,14
39.2,25
39.3,10
39.7,6
39.5,11
39,17
39.7,75
39,11
39.6,53
39.9,10
39.5,34
39.4,8
39.4,62
39,2
39.3,5
39.2,16
39.5,32
39.1,26
39.8,8
39.6,43
39.3,10
39.7,93
39.3,23
39.2,27
39.8,5
39,26
39.5,32
39,14
39.4,14
39,16
39.5,20
39.5,64
39.5,9
39.8,5
39.8,2
39.8,9
39.1,9
39.4,18
39.4,14
39.1,9
39.9,14
39.3,12
39.4,9
39.3,4
39.8,14
39.7,9
39.5,5
39.9,23
39.9,15
39.4,106
39.9,43
39.4,9
39.7,3
39.3,4
39.8,34
39.7,16
39.5,29
39.5,9
39.8,15
39.9,49
39,10
39.9,60
39.5,20
39.7,38
39,8
39.8,11
39.4,12
39.3,5
39.8,10
39.1,53
39.5,5
39.8,25
39.4,36
39.6,21
39.7,28
39.3,6
39.3,9
39.1,58
39.4,8
39.3,5
39.4,22
39.9,14
39.5,5
39.2,15
39.9,12
39.8,18
39.5,7
39.4,6
39.5,6
39.5,5
39.8,5
39.3,4
39.9,14
39.6,48
39.1,29
39,6
39.3,12
39.2,5
39.1,46
39.6,10
39.1,7
39,3
39.3,5
39.6,41
39.5,38
39.9,8
39.1,15
39.2,10
39.1,7
39.9,50
39.6,17
39.7,33
39.7,16
39.6,109
39.4,14
39.4,6
39.3,50
39.6,7
39.8,16
39.4,9
39.2,5
39.3,14
39.3,74
39.2,28
39.3,7
39.3,85
39.1,163
39.4,7
39.7,76
39.2,6
39.4,11
39,8
39.9,8
39.9,6
39.8,21
39.8,14
39.8,46
39.3,41
39,9
39.2,5
39.1,5
39.3,133
39.8,20
39.3,4
39.5,12
39.6,5
39.6,113
39.9,10
39,11
39.3,39
39.3,5
39.6,8
39.8,2
39.6,10
39.9,9
39.1,11
39.1,5
39.7,3
39.2,23
39.7,6
39,50
39.3,3
39,6
39.6,5
39.6,10
39,16
39.3,6
39.6,5
39.7,17
39.4,8
39.8,23
39.3,8
39,92
39.9,7
39.8,8
39.8,8
39.1,34
39.9,21
39.3,9
39.9,42
39.2,7
39.7,89
39.8,5
39.1,24
39.6,20
39.3,4
39.7,14
39.2,3
39.4,6
39.8,77
39.6,6
39.3,12
39,15
39.4,15
39.1,40
39.3,35
39.6,70
39.6,20
39.2,20
39.4,43
39.8,9
39.1,28
39.6,24
39.5,13
39.1,13
39.6,32
39.8,7
39.1,15
39.3,14
39.4,61
39.9,7
39.7,118
39,19
39.9,56
39.1,11
39.4,38
39,2
39.5,19
39.7,49
39.3,3
39.3,13
39.2,9
39.7,21
39.7,12
39.5,6
39,13
39,10
39.2,14
39.2,16
39.4,15
39.6,17
39.8,56
39.6,34
39.6,13
39.5,47
39.7,5
39,10
39.9,18
39.3,4
39.4,9
39.1,7
39.5,6
39,2
39.7,11
39.3,25
39.3,255
39,47
39.9,8
39.6,16
39.8,22
39.9,80
39,27
39.5,165
39.8,7
39.6,12
39.7,8
39.5,3
39,7
39,29
39.2,9
39.8,50
39.1,8
39.3,6
39.8,5
39.6,36
39.7,6
39.4,11
39.2,9
39.6,158
39.2,37
39.4,10
39,6
39.5,34
39,5
39.1,10
39,9
39.1,8
39.1,26
39.1,6
39.9,19
39.7,83
39,14
39,123
39.6,14
39.4,6
39.8,23
39.3,10
39.1,8
39.7,13
39.8,29
39.1,8
39.7,8
39.3,20
39,13
39.3,3
39.4,16
39.7,16
39.5,5
39.4,13
39.1,16
39.8,13
39.5,12
39.1,7
39.4,15
39.4,4
39.1,154
39.6,26
39.4,9
39.2,8
39.1,458
39.5,64
39.4,109
39.8,2
39.3,36
39.8,6
39.9,61
39,4
39.8,11
39.8,55
39.1,10
39,4
39.8,12
39.3,20
39.5,38
39.6,33
39.9,54
39.3,6
39.5,4
39.2,12
39.3,13
39.3,5
39.1,17
39.4,22
39.1,5
39.1,8
39.7,8
39.2,10
39,8
40.8,13
40.5,6
40.5,21
40,138
40.4,60
40.4,21
40.8,16
40.3,42
40.7,9
40.7,5
40.2,5
40.9,14
40.8,62
40.5,13
40,24
40.1,9
40.8,23
40,5
40.6,86
40.6,9
40.1,7
40.6,13
40.6,6
40.4,13
40,31
40.9,10
40.8,3
40.7,5
40.7,7
40.2,19
40.8,16
40.5,2
40.2,9
40.7,15
40.5,13
40.9,25
40.4,8
40.4,8
40.8,22
40.5,152
40.5,7
40.3,343
40.8,7
40.7,12
40.6,19
40.7,9
40.1,8
40.4,46
40.7,52
40,74
40.9,19
40.6,22
40.5,7
40.8,2
40.9,32
40.4,12
40.9,38
40,10
40.7,18
40.5,4
40.6,43
40.4,7
40.1,8
40.7,4
40.8,19
40.2,6
40,10
40,8
40.9,35
40.7,14
40.6,125
40.7,14
40.1,46
40,6
40.3,6
40.7,7
40.9,9
40.3,18
40.5,7
40.8,6
40.6,17
40.5,23
40.6,28
40.2,9
40.8,5
40.9,16
40.7,5
40.3,4
40.4,6
40.8,32
40.1,18
40.4,11
40.5,7
40.9,22
40.3,10
40,4
40.9,8
40.5,9
40.8,18
40.2,139
40.5,15
40.4,4
40.6,124
40.5,8
40.5,23
40.1,215
40.1,8
40.3,10
40.5,11
40.2,16
40.3,3
40.2,18
40.5,7
40,5
40.7,17
40.9,47
40.9,8
40.4,15
40.4,14
40.9,21
40.3,16
40.6,10
40.3,196
40.2,23
40.3,11
40.3,8
40,48
40.8,71
40.7,11
40.1,43
40.5,7
40.6,10
40.2,12
40.7,4
40.3,3
40.5,11
40.4,16
40.4,4
40.8,38
40,8
40.8,22
40.4,149
40,41
40.5,5
40.2,23
40.1,34
40.6,14
40.4,4
40.9,172
40.5,16
40.3,4
40.7,8
40.5,10
40.2,3
40.7,6
40.7,10
40.2,22
40.8,37
40.7,5
40.6,7
40.9,23
40.1,8
40.5,10
40.3,17
40.2,33
40.1,5
40.2,33
40.4,39
40.8,20
40.3,270
40.7,36
40.8,14
40,15
40.4,6
40.1,22
40,7
40.2,18
40.2,19
40,11
40.7,39
40.1,15
40.4,7
40.7,18
40.5,9
40.3,3
40,8
40.3,52
40.8,6
40.9,8
40.8,185
40.8,4
40.4,61
40.8,6
40.6,19
40.8,12
40,33
40,10
40.2,60
40.3,9
40,13
40.4,9
40.9,16
40.4,8
40.3,71
40.4,19
40.9,8
40.9,6
40.1,44
40.6,18
40,21
40.6,44
40.5,6
40.3,18
40.4,8
40.1,134
40.5,21
40.2,7
40.2,8
40.5,35
40.4,188
40.8,5
40.2,5
40.3,13
40.4,20
40.1,7
40.3,13
40.3,6
40.2,9
40.7,36
40.3,14
40.3,19
40.7,15
40.9,7
40.8,7
40.2,15
40.1,11
40.7,6
40.8,17
40.8,6
40.6,143
40.3,7
40.4,51
40.7,29
40.2,12
40.3,36
40.2,11
40.6,9
40.4,15
40.1,18
40,5
40.9,10
40.5,55
40.8,22
40.9,11
40.3,16
40.3,4
40.8,36
40.4,12
40,11
40.5,9
40.3,8
40.7,7
40.3,9
40.8,5
40.5,94
40.2,110
40.5,30
40.4,4
40.8,42
40.7,10
40.4,150
40.3,103
40.1,6
40.9,22
40.5,13
40.8,45
40.7,4
40.5,5
40.4,10
40.5,41
40.5,15
40.4,186
40.3,454
40.3,9
40,12
40,59
40.4,11
40.7,33
40,6
40.6,13
40.4,28
40.3,73
40.2,62
40.6,29
40.5,4
40.1,11
40.3,20
40,42
40.4,19
40.8,2
40.1,24
40,18
40.4,48
40.6,7
40,70
40.7,95
40,8
40.6,123
40.3,56
40.6,12
40.2,82
40.4,63
40.3,3
40.2,15
40.4,45
40.9,54
40.6,11
40.1,30
40.7,5
40.3,17
40.4,13
40.8,48
40.5,13
40.1,14
40.5,9
40,19
40.9,25
40.9,7
40.2,136
40.8,10
40.1,17
40.1,14
40.6,27
40.3,8
40.8,12
40,20
40,81
40.4,39
40.1,30
40,6
40.8,8
40.1,14
40.6,10
40,2
40.6,24
40.2,9
40.7,25
40.4,6
40.8,27
40.1,7
40.9,17
40.1,12
40.3,5
40.9,6
40,13
40,24
40.6,13
40.3,11
40.8,7
40.8,33
40.5,36
40,20
40.5,11
40.1,6
40,11
40.6,74
40.3,19
40.8,6
40.8,11
40.2,14
40.2,24
40.4,7
40.9,8
40.8,27
40.8,12
40.3,6
40.7,7
40.1,24
40,2
40,3
40.6,10
40.8,9
40,63
40.2,9
40.5,12
40.4,111
40.6,5
40.1,11
40.5,6
40.4,96
40,3
40.5,193
40.4,20
40.8,48
40.2,7
40.2,21
40,17
40,2
40.4,6
40.3,17
40.7,20
40.3,18
40.3,13
40.4,79
40,7
40,9
40.6,9
40.3,8
40.7,8
40.3,37
40,10
40.9,56
40.6,8
40.6,23
40,23
40.7,45
40.9,10
40,16
40.3,19
40.2,370
40,16
40.8,9
40.5,4
40,2
40.2,4
40.4,12
40.4,7
40.2,125
40,5
40.3,3
40.3,10
40.2,8
40.2,15
40.6,55
40.5,11
40.1,6
40.3,20
40,6
40.4,35
40.9,28
40.6,6
40.5,12
40.9,7
40.8,100
40.3,6
40.4,14
40.8,61
40.8,16
40.3,4
40.7,65
40.2,6
40.2,67
40.4,151
40.5,13
40.7,10
40.5,46
40,8
40.7,5
40.8,9
40.1,56
40.4,71
40.2,4
40.7,14
40.7,8
40.2,4
40.3,28
40.3,165
40.9,15
40.7,46
40.6,89
40.4,111
40.2,26
40.6,23
40.9,8
40.5,16
40.7,18
40.7,12
40,8
40.1,22
40.7,5
40.5,12
40.1,6
40.8,18
40.3,14
40.3,3
40.1,10
40.3,11
40.4,8
40.7,4
40.9,142
40.3,3
40.3,7
40.5,10
40.5,181
40.3,4
40.4,12
40.4,6
40.5,37
40.7,6
40.5,61
40,9
40.7,6
40.6,12
40.8,12
40.7,43
40.2,74
40.4,24
40.7,29
40,8
40.7,12
40.5,79
40.9,59
40.6,11
40.4,8
40,41
40.9,6
40.5,9
40.7,5
40.1,65
40.1,6
40.4,83
40,41
40.7,27
40.2,7
40.1,77
40.4,295
40.6,18
40.3,45
40.1,190
40.7,19
40.9,95
40.9,44
40.9,73
40.6,14
40.4,7
40.6,78
40,30
40.8,22
40.1,7
40.7,8
40.6,11
40,8
40.4,23
40,57
40.3,7
40.5,44
40.9,6
40.9,22
40.9,9
40.7,14
40.3,5
40.3,11
40.3,82
40.9,65
40.3,22
40.6,53
40.2,5
40.5,66
40.1,8
40.3,14
40,6
40.4,13
40.8,7
40.9,25
40.6,148
40.3,49
40,9
40.3,10
40.8,10
40.9,17
40.7,8
40.5,6
40.3,22
40.9,6
40.5,39
40.3,5
40,8
40.9,74
40.6,13
40.2,7
40,10
40.9,10
40.7,8
40,18
40.3,206
40,31
40.8,8
40,23
40.7,6
40.6,22
40.4,19
40.4,7
40.3,35
40.7,12
40.3,10
40.9,15
40.5,30
40.7,13
40,9
40.5,7
40.8,7
40.1,23
40,10
40.6,28
40,8
40.3,33
40.7,7
40.6,6
40.7,117
40.3,60
40.6,5
40,67
40.3,7
40,33
40,2
40.2,19
